"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0090276","regulation of peptide hormone secretion","75/4550","211/18860",0.355450236966825,1.47336076246029,3.89897922092415,0.000121371163866061,0.00328770000785125,0.00275969441369243,"18/6833/3767/1131/7200/8938/131177/169026/94121/55638/9501/10411/9607/2691/2696/3708/10874/7447/8091/6566/25924/1113/111/3667/5578/6720/2692/2151/1946/2867/7124/5019/3651/952/100507043/55636/2922/150/2770/7021/3458/91608/2852/222546/51738/4843/1080/3745/3170/3670/7036/26154/114/7349/2244/6352/57818/8989/116/3952/152/6755/4826/6616/9971/83795/2864/84417/3358/1813/846/2695/2243/6514/222545",75
"GO:0048515","spermatid differentiation","89/4550","259/18860",0.343629343629344,1.4243625100768,3.87760848407181,0.000121545457377246,0.00328770000785125,0.00275969441369243,"152015/7802/54763/6732/80127/4948/149465/90506/26074/9319/585/1811/89765/9025/79846/54760/23198/79925/83853/644890/10149/1672/402573/84223/22873/80217/8382/10046/126075/54970/9576/57082/220136/283471/55779/11063/65975/11057/166863/79747/284071/200162/6954/162540/676/171484/5727/132954/80726/83449/159686/83990/1080/3306/160762/3815/9148/219681/92749/2735/255101/146845/91181/107983988/168391/200373/81492/26038/83893/1235/286464/5047/132612/93661/171482/50487/150221/63946/6690/346288/56163/728695/124626/374768/204474/6406/140732/7142/81833",89
"GO:0050795","regulation of behavior","34/4550","78/18860",0.435897435897436,1.80681882220344,4.02622106035474,0.000122001397881709,0.00328770000785125,0.00275969441369243,"2925/8938/3066/4986/2691/10874/2890/9447/3198/2692/347148/2048/100/1437/2922/4923/3737/51738/7349/4887/85445/1141/339403/5649/56729/5730/387129/6870/3062/1813/4160/153/4159/4852",34
"GO:0044786","cell cycle DNA replication","23/4550","46/18860",0.5,2.07252747252747,4.10669058969988,0.000125252777447685,0.00336076956729242,0.00282102898026456,"1602/29980/10926/4175/8318/641/4172/8317/4173/26271/81620/9837/5888/1763/983/4171/2237/51053/79733/144455/675/7083/57379",23
"GO:0061351","neural precursor cell proliferation","62/4550","168/18860",0.369047619047619,1.52972265829409,3.88884394897799,0.000137814497864056,0.00368195385924356,0.00309063097988333,"8326/9833/10612/2047/5152/7832/5080/8624/4851/259266/4067/9928/6532/6663/79801/7101/2290/63950/6496/8091/2016/4781/2737/10763/131405/6608/85440/284403/5454/23305/10642/64211/429/3400/10818/9355/2624/2637/1524/11023/6376/7422/5629/5803/4036/5915/5455/9760/3642/51176/50937/2253/23440/440097/1000/338917/57540/1638/7476/1813/170302/652991",62
"GO:0009584","detection of visible light","20/4550","38/18860",0.526315789473684,2.18160786581839,4.11128419637046,0.000138986498612795,0.00369739723873783,0.0031035941480608,"5995/126006/6785/9397/2916/6101/6295/23596/3000/23746/6011/2779/5158/2986/54112/221391/24/9293/7276/346562",20
"GO:0140353","lipid export from cell","25/4550","52/18860",0.480769230769231,1.99281487743026,4.04244250710733,0.000144934318391873,0.00383921758293365,0.00322263810301123,"5321/185/1408/5743/65266/4602/5443/51083/8399/51305/4828/2661/654/8792/6863/4824/51738/4843/10257/1906/3952/1588/56729/84417/50487",25
"GO:0061982","meiosis I cell cycle process","54/4550","142/18860",0.380281690140845,1.57628850023216,3.88686642283881,0.000148959580911707,0.00392912453887871,0.0032981059752262,"84072/991/898/10403/993/10635/8438/9133/5347/9319/126549/9232/26271/994/6790/84944/5888/1761/116138/1164/56154/124817/79173/8900/57082/25788/9700/254528/675/4603/10734/995/84057/284071/5890/164045/143471/9134/676/7153/100130958/9088/83990/3306/245711/29947/644186/84690/54514/147872/56979/63946/283129/145645",54
"GO:0016101","diterpenoid metabolic process","38/4550","91/18860",0.417582417582418,1.730902064968,3.94098271052095,0.000151570770986887,0.00398113101009861,0.0033417601917784,"6017/339761/7804/157506/8228/6715/56603/6121/59342/84649/1545/220/4036/441282/158835/54905/3991/9227/121214/1592/1562/53630/5947/1558/195814/126/8608/24/125/1543/50700/1109/1208/7276/5406/57016/54658/131",38
"GO:0007602","phototransduction","26/4550","55/18860",0.472727272727273,1.95948051948052,4.01814911155865,0.000152394026965668,0.0039859362095012,0.00334579367473498,"5995/1258/126006/9397/10002/57010/6101/6295/25769/5957/23596/3000/58473/23746/40/6011/2779/5158/2986/54112/221391/24/9293/7276/346562/26103",26
"GO:0048864","stem cell development","37/4550","88/18860",0.420454545454545,1.74280719280719,3.93828712350145,0.000155578896453791,0.0040522118427818,0.00340142542169839,"30812/2296/2066/4902/5979/157506/6663/6405/2303/596/202018/6608/7869/8092/124540/54437/10512/4254/2637/652/2348/6662/56920/80031/10501/3670/10371/9464/1906/1000/8929/655/5308/7476/9723/3084/1908",37
"GO:0072337","modified amino acid transport","21/4550","41/18860",0.51219512195122,2.12307692307692,4.05927404987248,0.000157999427131982,0.00409811014123579,0.00343995243983842,"6584/5174/157724/8884/11254/85413/113235/9368/10560/6583/387700/6509/2348/2697/4036/6535/64849/10257/2352/23657/54716",21
"GO:0019373","epoxygenase P450 pathway","12/4550","18/18860",0.666666666666667,2.76336996336996,4.22047569344904,0.000159145468659599,0.00411070764483819,0.00345052678063441,"1548/1549/1572/1579/1545/1555/66002/1562/8529/1558/1543/1557",12
"GO:0090497","mesenchymal cell migration","28/4550","61/18860",0.459016393442623,1.90264817150063,3.98163331903611,0.000162758131902752,0.00418665029377946,0.00351427301768273,"30812/2066/4902/5979/6663/6405/6608/7869/7162/54437/10512/4254/2637/652/2348/56920/80031/10501/3670/10371/9464/1906/1000/8929/655/5308/9723/1908",28
"GO:0070372","regulation of ERK1 and ERK2 cascade","101/4550","303/18860",0.333333333333333,1.38168498168498,3.77674544421708,0.000165912976235477,0.00425023982331623,0.00356765004995845,"7494/2066/152110/338761/8767/285016/1956/81610/7066/2047/4851/152007/2255/4067/1849/1116/59341/255743/7786/6098/3552/650/8685/55532/140885/2633/9258/9290/1846/26291/284/9368/1852/7162/2651/2045/5578/80310/59272/1139/1969/57447/2950/10251/10818/3383/8792/389658/2048/55584/7124/652/408/10268/6376/7422/5031/2358/65009/2852/64170/3976/1230/171389/1843/3356/8817/91662/4803/128853/634/9464/2244/4838/799/2253/26281/116/55801/948/2261/8074/284340/100506013/3084/8000/387129/2056/9370/55885/407019/3358/4504/1813/6278/846/3375/4889/2243/4988/4852",101
"GO:0051445","regulation of meiotic cell cycle","31/4550","70/18860",0.442857142857143,1.8356671899529,3.94970075364516,0.000168389844082135,0.00429601139102987,0.00360607069035253,"84072/991/7272/993/10635/9319/259266/26271/994/1761/10361/4488/2827/124817/3955/57082/346673/166863/995/284071/143471/441161/1618/9088/3976/1843/388553/84690/339345/56979/4880",31
"GO:1905954","positive regulation of lipid localization","42/4550","104/18860",0.403846153846154,1.67396449704142,3.88623258403745,0.000171762109996386,0.00436415973358164,0.00366327438892399,"5321/154664/222008/4602/440503/51083/9388/9619/8399/4828/151176/949/123/553/654/8792/1579/21/5360/32/51761/6863/5727/4923/4824/51738/10351/1066/9227/26154/1906/356/406903/8529/948/1588/56729/335/118471/9370/84417/50487",42
"GO:0032309","icosanoid secretion","22/4550","44/18860",0.5,2.07252747252747,4.01620916706472,0.000174943633943958,0.00442692732236234,0.0037159614843723,"5321/5743/8399/4828/301/553/8792/391013/1579/255189/4923/4843/10257/1906/3952/8529/64600/1814/56923/26279/50487/1813",22
"GO:1903522","regulation of blood circulation","94/4550","279/18860",0.336917562724014,1.39654180944504,3.76271873355325,0.000179185480345406,0.00451590937307754,0.00379065299141102,"1824/3760/23704/185/3752/23171/8912/776/2166/157378/23630/79041/10874/6505/6271/1113/477/6327/57731/59272/3270/6720/553/492/133/5997/151/100/57158/1756/7124/2946/7068/1525/491/10052/952/3759/1482/6324/6863/150/2697/554/81033/79924/30820/3751/6781/845/51738/40/6330/6331/9722/2740/79987/3356/11149/7139/3670/23493/7349/2244/6262/5142/8989/1906/6869/3952/1907/152/4842/4625/6543/7054/10021/80763/100506013/10242/121643/6870/100507537/4633/1813/846/153/2626/4624/1908/2243/4159/27302/186",94
"GO:0048880","sensory system development","140/4550","443/18860",0.316027088036117,1.30994964403542,3.72244914005046,0.000180155589783552,0.00452205059033312,0.00379580792735804,"30812/2296/2625/80736/84467/123016/22901/6664/197021/7475/585/1956/2047/1410/5080/658/4851/3066/2255/5914/157506/7101/2303/9742/57728/596/23287/10002/6496/4781/2737/10763/6297/220202/11081/5457/6505/343472/2916/64093/30062/7111/57010/6101/84189/57110/1261/2195/8842/56917/1969/343035/5087/10818/9355/654/5818/56853/124842/362/2048/652/7068/11023/6121/2301/94137/10083/7422/5629/55636/51761/1545/144165/6662/284217/7021/220/56999/5915/5076/7287/5145/2254/11145/148398/57822/81029/25806/401498/7484/2823/2201/4081/668/1746/2353/9573/25794/3670/2779/4693/1415/64919/5158/10371/50937/22989/646960/27151/149461/6247/10319/43/356/1641/6096/8929/84465/655/338917/5308/221391/7054/7476/57084/6656/1543/121643/1412/1745/3859/344658/1813/4990/256297/118427/5078/5458/2703",140
"GO:0021954","central nervous system neuron development","40/4550","98/18860",0.408163265306122,1.69185916124692,3.87200919308156,0.000185523258635859,0.00461952914003289,0.00387763139313013,"4137/143941/2047/7832/4133/2049/7101/79600/2290/23287/4781/57731/374946/5578/429/2624/2637/2048/340719/6092/166614/6324/4929/431707/57282/1630/4808/79625/2253/55079/8929/3952/1141/6656/9723/1620/1813/1812/170302/4852",40
"GO:1901606","alpha-amino acid catabolic process","40/4550","98/18860",0.408163265306122,1.69185916124692,3.87200919308156,0.000185523258635859,0.00461952914003289,0.00387763139313013,"36/64087/6898/3712/2744/56922/3620/2752/3067/4329/84706/51166/51380/3176/5860/130013/2184/8528/6999/3081/875/89839/10841/112817/259307/131669/4843/1757/189/2571/102724560/169355/5625/4842/8942/64902/5053/1428/4143/2731",40
"GO:0036158","outer dynein arm assembly","14/4550","23/18860",0.608695652173913,2.52307692307692,4.12121335756061,0.000187027543487732,0.00463843210442683,0.00389349853584862,"51364/123872/83544/1767/146562/8632/23639/27019/83538/115948/160762/139212/93233/164781",14
"GO:0002067","glandular epithelial cell differentiation","19/4550","36/18860",0.527777777777778,2.18766788766789,4.02193936739834,0.000194051410878052,0.00477458510954892,0.00400778532805763,"5241/7494/3169/25803/4851/5914/650/4781/429/2624/5629/6662/5915/3642/133396/8022/2253/389015/157848",19
"GO:0035137","hindlimb morphogenesis","19/4550","36/18860",0.527777777777778,2.18766788766789,4.02193936739834,0.000194051410878052,0.00477458510954892,0.00400778532805763,"3899/8200/4851/6926/4488/7704/340419/652/257/55636/130497/7021/5727/5915/60529/9496/2253/5308/7476",19
"GO:0030174","regulation of DNA-templated DNA replication initiation","11/4550","16/18860",0.6875,2.84972527472527,4.17374475277367,0.000201528627851226,0.00491966944460345,0.00412956907596898,"90381/4176/4175/4174/4172/4173/81620/4171/51053/345643/647309",11
"GO:1902222","erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process","11/4550","16/18860",0.6875,2.84972527472527,4.17374475277367,0.000201528627851226,0.00491966944460345,0.00412956907596898,"6898/3620/5860/130013/2184/6999/3081/259307/169355/8942/5053",11
"GO:0032526","response to retinoic acid","43/4550","108/18860",0.398148148148148,1.65034595034595,3.82188603399048,0.000210632927538155,0.0051218358356446,0.00429926748478373,"7475/3066/5914/5979/4067/205860/6532/4602/7525/340485/8324/429/6720/2627/654/56603/5754/7124/346673/952/130497/6662/54332/5727/5076/81029/22943/7484/1843/9227/4232/9464/1592/6096/3294/7480/3952/388553/2042/4058/57795/1620/1813",43
"GO:0030534","adult behavior","58/4550","157/18860",0.369426751592357,1.53129418352348,3.76941940838606,0.00021539714358875,0.00521730435346291,0.00437940373038933,"2019/7345/585/7200/23544/3066/4986/9607/6532/1138/1476/23287/5465/6505/477/7111/238/57731/84189/58524/7545/9369/2743/6506/55636/57626/4923/3766/26050/8973/4929/2906/51738/6712/3356/26047/3170/2912/2354/124925/1600/1143/3952/2257/23657/1141/127343/2636/1814/84152/1813/1812/6323/5079/2695/4988/2515/4852",58
"GO:0021988","olfactory lobe development","20/4550","39/18860",0.512820512820513,2.12566920259228,3.96795695459265,0.000220891030589333,0.0053090604842417,0.00445642379941252,"2066/1749/123016/9928/7101/23287/477/9355/7545/55118/6092/55636/1746/6585/10371/1943/389549/7547/170302/170825",20
"GO:0045823","positive regulation of heart contraction","20/4550","39/18860",0.512820512820513,2.12566920259228,3.96795695459265,0.000220891030589333,0.0053090604842417,0.00445642379941252,"10874/6505/1113/477/59272/3270/133/5997/100/1482/79924/23493/7349/6262/1906/1907/100506013/6870/153/1908",20
"GO:0042908","xenobiotic transport","28/4550","62/18860",0.451612903225806,1.87196029776675,3.8777690928062,0.00022901629564826,0.00546962870958912,0.00459120472025372,"6584/29015/5174/540/5205/8140/85320/127700/9619/6513/9076/6583/8856/21/9429/222962/5002/2697/6565/10351/5243/10257/6582/9153/8647/6570/9376/55530",28
"GO:0048705","skeletal system morphogenesis","80/4550","232/18860",0.344827586206897,1.42932929139826,3.71019391801511,0.000229329010956267,0.00546962870958912,0.00459120472025372,"2296/1101/1749/25902/6664/79925/658/5914/157506/55553/59341/2303/9742/57728/4488/2737/6422/3212/144347/55512/8092/56914/4188/3198/654/249/3211/56603/85301/3234/875/4146/652/3213/3207/57453/7422/257/8313/130497/6662/4609/5915/6939/3215/145258/3221/3237/7484/6781/2201/1746/3214/389058/3219/8817/60529/1044/3216/2690/8538/4838/102724560/9496/2253/4613/7480/642658/655/1280/7476/10736/497189/2261/9350/387733/4322/134701/4880/5079",80
"GO:0140014","mitotic nuclear division","94/4550","281/18860",0.334519572953737,1.38660201008955,3.68172470784716,0.000237979686642542,0.00565428835629703,0.00474620797305575,"55143/157313/9918/991/7272/10403/11004/1111/9212/699/83903/22974/5347/54443/220134/9319/3833/23397/146909/221150/64151/27436/9493/9787/5902/11065/11200/4605/332/56992/9928/81930/26271/54908/84722/3619/1063/54892/4288/24137/2491/81620/90417/1062/83540/27085/6790/4085/7039/701/79866/3552/3832/1761/10361/1104/348654/983/4781/891/147841/55512/146691/126353/57082/9700/27338/10615/4751/92421/8877/57405/9055/10051/7124/652/995/29128/144165/255324/9088/84101/1843/685/8379/56155/2253/1906/3834/655/1814/118471/1908/168448",94
"GO:0060707","trophoblast giant cell differentiation","10/4550","14/18860",0.714285714285714,2.9607535321821,4.13830639551584,0.000247908312282648,0.00586779180212731,0.00492542270230564,"2001/10733/4188/79733/2709/144455/6615/6665/3976/9421",10
"GO:0170039","proteinogenic amino acid metabolic process","63/4550","175/18860",0.36,1.49221978021978,3.68872897496003,0.000272816116193179,0.00643288001250963,0.00539975757887936,"29968/143941/36/64087/4948/26227/6898/3712/2744/4953/8985/2346/56922/3620/2752/54363/3067/4329/27232/84706/51166/51380/3176/5860/5723/130013/2184/8528/6999/3081/875/122945/89839/10841/259307/162417/131669/445/1201/92292/5352/4843/189/4693/85300/2571/443/102724560/374569/169355/10249/23657/5625/389434/4842/8942/1638/64902/7054/9971/5053/4143/2731",63
"GO:0006836","neurotransmitter transport","75/4550","216/18860",0.347222222222222,1.43925518925519,3.66116617226134,0.000278439520081482,0.00651611282897453,0.00546962318038969,"6833/9498/143425/8938/6530/10815/6857/9501/55117/2824/6532/6511/8825/140730/5799/6505/415117/477/2914/9783/6583/388662/6538/5217/55784/6571/90019/10814/6506/222962/1103/116843/28968/774/90342/26059/60482/6855/6535/6512/2852/3766/112476/81539/57586/4803/57512/6572/22999/9751/9627/6854/9381/8448/55879/9899/22987/1143/6582/8224/6534/4842/6616/7476/57084/1814/6860/9153/1813/6570/134391/1812/140679/11255/4852",75
"GO:0051216","cartilage development","75/4550","216/18860",0.347222222222222,1.43925518925519,3.66116617226134,0.000278439520081482,0.00651611282897453,0.00546962318038969,"2625/1302/389084/8200/658/5914/55553/1116/59341/202018/4488/650/8091/7704/4781/2737/864/144347/55512/56914/64764/25884/340419/654/1893/4148/85301/875/4146/652/6615/4969/3696/3213/3207/8313/57211/7045/130497/6662/5915/2254/1836/81029/3221/6423/6781/51738/85477/1746/2487/8817/9464/2690/8538/102724560/4613/1906/653/7480/642658/3952/655/1280/11061/5744/7476/10736/2261/9350/4322/112744/4880/27302/9421",75
"GO:0044458","motile cilium assembly","35/4550","84/18860",0.416666666666667,1.72710622710623,3.76600749930723,0.000285550996890292,0.00664721282586217,0.005579668478982,"7802/51364/80127/149465/90506/26074/123872/585/79846/79925/352909/644890/55036/84223/22873/80217/126075/54970/23639/9576/220136/55779/1756/200162/345643/132954/159686/9148/2302/92749/255101/200373/81492/286464/50487",35
"GO:0007127","meiosis I","50/4550","132/18860",0.378787878787879,1.57009657009657,3.70625165897607,0.000286488204040528,0.00664721282586217,0.005579668478982,"84072/898/10403/10635/8438/9133/5347/9319/126549/9232/26271/994/6790/84944/5888/1761/116138/1164/56154/124817/79173/8900/57082/25788/9700/254528/675/4603/10734/84057/284071/5890/164045/143471/9134/676/7153/100130958/83990/3306/245711/29947/644186/84690/54514/147872/56979/63946/283129/145645",50
"GO:0015908","fatty acid transport","46/4550","119/18860",0.38655462184874,1.60229014682796,3.7164480843359,0.00028882850892604,0.00664721282586217,0.005579668478982,"29015/5321/2173/2171/11001/4067/54677/5743/5465/8399/4828/151176/6513/301/123/553/8792/391013/1579/1381/255189/28231/4923/4843/55867/28965/10257/1906/6582/3952/5947/8529/948/2172/64600/1814/80763/56923/646486/26279/50487/1813/9376/5375/10599/646480",46
"GO:0072330","monocarboxylic acid biosynthetic process","81/4550","237/18860",0.341772151898734,1.41666434830992,3.63982836341762,0.000290577879829393,0.00664721282586217,0.005579668478982,"7494/55301/25902/5321/122970/2171/60481/8309/340895/11001/157506/5743/3620/2593/9200/6785/3295/54898/10797/51302/9388/8399/51495/283985/116285/247/130013/2950/26031/53632/7923/85414/2946/11057/112817/255189/32/2194/27306/5629/134429/220/9420/338328/873/442909/1582/114880/5354/4056/1066/54988/83401/341392/5166/2628/51129/634/23205/1906/5947/1907/5563/5407/1558/5730/9415/2944/9971/1543/116519/242/1109/8647/50487/5408/119548/5406/2695/768218/345",81
"GO:0000727","double-strand break repair via break-induced replication","9/4550","12/18860",0.75,3.10879120879121,4.12037535221661,0.000291516321519739,0.00664721282586217,0.005579668478982,"4176/4175/8318/4174/4172/8317/4173/4171/84296",9
"GO:0002759","regulation of antimicrobial humoral response","9/4550","12/18860",0.75,3.10879120879121,4.12037535221661,0.000291516321519739,0.00664721282586217,0.005579668478982,"25818/5650/11005/2627/730249/354/5225/3605/112744",9
"GO:0090232","positive regulation of spindle checkpoint","9/4550","12/18860",0.75,3.10879120879121,4.12037535221661,0.000291516321519739,0.00664721282586217,0.005579668478982,"55143/10403/9212/332/3619/4085/348654/57082/8379",9
"GO:0001823","mesonephros development","41/4550","103/18860",0.398058252427184,1.64997332764323,3.72973237297402,0.000293820102798369,0.00664873448808212,0.00558094576179913,"30812/2296/2625/7475/2255/5914/5979/255743/2303/596/9244/650/7704/2737/6608/6422/5087/4072/80000/652/6092/3207/7422/130497/6662/384/4609/5727/2297/5915/5076/6492/3237/7484/4435/2302/2253/655/10736/9350/186",41
"GO:0032094","response to food","24/4550","51/18860",0.470588235294118,1.95061409179056,3.83311363584053,0.000294787264049906,0.00664873448808212,0.00558094576179913,"585/9607/2691/5465/6566/9518/160897/6720/644/4923/51738/4353/2520/7349/389383/2690/8989/3952/80763/1543/4504/4160/1208/4852",24
"GO:0045776","negative regulation of blood pressure","24/4550","51/18860",0.470588235294118,1.95061409179056,3.83311363584053,0.000294787264049906,0.00664873448808212,0.00558094576179913,"18/585/5465/7124/59342/9424/6863/79924/4923/4843/2740/9365/1816/7349/796/4842/1814/4142/9370/1813/153/4879/186/4852",24
"GO:0051952","regulation of amine transport","33/4550","78/18860",0.423076923076923,1.75367709213863,3.76103097444886,0.000300679958802911,0.00675715791894628,0.0056719563575818,"18/7200/8140/4986/6857/9607/10991/1113/477/59272/57393/5997/151/7124/150/4923/3737/8973/3356/3745/2912/6572/4887/26281/3952/1141/152/2917/1814/6860/1813/4889/1812",33
"GO:0043279","response to alkaloid","40/4550","100/18860",0.4,1.65802197802198,3.72022488978834,0.000307251522320107,0.00684759424274135,0.00574786858101341,"2019/18/890/641/3066/4986/9607/6532/79041/5888/6261/2890/6263/6505/27092/730249/2946/745/3651/6506/150/4609/5727/845/3356/1816/2912/2354/114/5243/6262/8989/1141/6569/1814/84152/6870/1813/1812/4988",40
"GO:0044706","multi-multicellular organism process","78/4550","227/18860",0.343612334801762,1.42429200755192,3.62644920949095,0.000308523572406786,0.00684759424274135,0.00574786858101341,"5241/2099/367/6833/8614/10916/1828/5914/5743/27161/3620/56977/596/5618/10991/7004/259/2057/5270/59272/6513/6019/5104/730249/8528/5997/151/5016/875/5737/200558/952/7422/79816/6863/150/2697/43847/49/6013/2796/3976/3691/81539/6781/3488/2201/51738/113/59350/2353/4693/2354/10661/5243/7349/796/4838/102724560/1906/116/6869/3952/3248/5744/5368/150921/100506013/1543/2056/5617/63978/6866/2834/5535/5678/6406/7142",78
"GO:0021772","olfactory bulb development","19/4550","37/18860",0.513513513513513,2.12854172854173,3.87453220102951,0.000309104254170332,0.00684759424274135,0.00574786858101341,"2066/1749/123016/9928/7101/23287/9355/7545/55118/6092/55636/1746/6585/10371/1943/389549/7547/170302/170825",19
"GO:0061436","establishment of skin barrier","19/4550","37/18860",0.513513513513513,2.12854172854173,3.87453220102951,0.000309104254170332,0.00684759424274135,0.00574786858101341,"3868/3925/7357/4233/2810/51599/9076/79755/56603/29841/375791/57822/26154/388697/388698/64332/2312/242/448834",19
"GO:0060054","positive regulation of epithelial cell proliferation involved in wound healing","8/4550","10/18860",0.8,3.31604395604396,4.13082057978568,0.000317692838424234,0.00689044913963535,0.00578384096878459,"54959/2255/8324/4321/116844/9076/90070/7476",8
"GO:0071918","urea transmembrane transport","8/4550","10/18860",0.8,3.31604395604396,4.13082057978568,0.000317692838424234,0.00689044913963535,0.00578384096878459,"7369/8170/5455/366/364/343/89872/100509620",8
"GO:0006940","regulation of smooth muscle contraction","28/4550","63/18860",0.444444444444444,1.84224664224664,3.77581323122597,0.000318153279566176,0.00689044913963535,0.00578384096878459,"18/1131/255743/10874/136/9312/477/60675/8877/5997/151/100/150/2852/51738/3815/796/93649/4887/1143/1906/6869/1907/152/80763/56923/6870/1908",28
"GO:0006833","water transport","16/4550","29/18860",0.551724137931034,2.28692686623721,3.91076199821107,0.000318795198788791,0.00689044913963535,0.00578384096878459,"5317/83959/362/361/554/366/1080/364/282679/343/89872/363/100509620/6523/359/375318",16
"GO:0021895","cerebral cortex neuron differentiation","16/4550","29/18860",0.551724137931034,2.28692686623721,3.91076199821107,0.000318795198788791,0.00689044913963535,0.00578384096878459,"130574/7101/2016/54149/429/3400/9760/1746/1996/7080/55079/26038/1745/1813/1812/170302",16
"GO:0035116","embryonic hindlimb morphogenesis","16/4550","29/18860",0.551724137931034,2.28692686623721,3.91076199821107,0.000318795198788791,0.00689044913963535,0.00578384096878459,"3899/4851/6926/4488/7704/340419/652/257/55636/130497/5915/60529/9496/2253/5308/7476",16
"GO:0048839","inner ear development","73/4550","210/18860",0.347619047619048,1.44090005232862,3.62289369886622,0.00032042665902046,0.00689044913963535,0.00578384096878459,"2625/80736/1749/123016/1750/9132/26018/890/5205/4851/5013/2255/81624/117531/2558/8549/2290/6926/8825/650/286262/4171/2737/9368/84189/170961/3198/2624/7545/5818/2637/2048/84059/55584/5754/652/4919/10083/5629/259236/55636/51761/6662/10804/220/121227/53904/5076/2254/3249/57822/9497/65217/124590/2487/375611/5456/57216/23493/222662/8022/7401/9481/2253/4613/26281/8929/133060/1280/497189/474/3167/131149",73
"GO:0007193","adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway","39/4550","97/18860",0.402061855670103,1.66656848306333,3.71128849145253,0.000320791079609901,0.00689044913963535,0.00578384096878459,"1131/9568/4986/8685/2916/111/2914/2899/5064/4886/5997/768239/9495/57211/150/2358/2770/5138/6752/2861/222487/1128/165140/2912/3355/4543/4887/1906/3640/2917/1814/100506013/387695/3354/1813/846/11255/4988/122042",39
"GO:1902476","chloride transmembrane transport","44/4550","113/18860",0.389380530973451,1.61400369541962,3.69138657759782,0.000321000843452892,0.00689044913963535,0.00578384096878459,"57348/2568/1183/9498/4948/115019/1811/6530/1184/55248/2558/147798/54102/8001/6505/115111/80727/2564/2743/10861/6509/2742/1836/6512/2567/1080/375611/2555/55107/6557/7809/9481/55879/144453/22802/9022/2569/2556/54831/57084/363/56923/846/9635",44
"GO:0045187","regulation of circadian sleep/wake cycle, sleep","12/4550","19/18860",0.631578947368421,2.61792943898207,3.97859392046046,0.000337003482799209,0.00715988628131426,0.00601000642577789,"2691/10874/2692/100/1437/3737/51738/4887/1141/5730/1813/153",12
"GO:0055012","ventricular cardiac muscle cell differentiation","12/4550","19/18860",0.631578947368421,2.61792943898207,3.97859392046046,0.000337003482799209,0.00715988628131426,0.00601000642577789,"5914/983/891/5629/1482/5915/23493/93649/5308/3084/27302/137814",12
"GO:0061101","neuroendocrine cell differentiation","12/4550","19/18860",0.631578947368421,2.61792943898207,3.97859392046046,0.000337003482799209,0.00715988628131426,0.00601000642577789,"4851/650/5454/429/2624/3642/222546/8022/2253/23440/157848/3175",12
"GO:0009713","catechol-containing compound biosynthetic process","14/4550","24/18860",0.583333333333333,2.41794871794872,3.91937678539008,0.00034932216134555,0.00737128967585101,0.00618745837259343,"2625/64943/3067/5409/26002/2861/4929/3642/9365/9464/7054/1644/5053/100289017",14
"GO:0042423","catecholamine biosynthetic process","14/4550","24/18860",0.583333333333333,2.41794871794872,3.91937678539008,0.00034932216134555,0.00737128967585101,0.00618745837259343,"2625/64943/3067/5409/26002/2861/4929/3642/9365/9464/7054/1644/5053/100289017",14
"GO:0032370","positive regulation of lipid transport","35/4550","85/18860",0.411764705882353,1.70678733031674,3.68259074681358,0.000373992283805866,0.00786520934693081,0.00660205439833685,"5321/154664/4602/51083/9388/9619/8399/4828/151176/553/654/8792/1579/21/5360/51761/6863/5727/4923/4824/51738/10351/1066/9227/26154/1906/356/8529/1588/56729/335/118471/9370/84417/50487",35
"GO:0070374","positive regulation of ERK1 and ERK2 cascade","70/4550","201/18860",0.348258706467662,1.44355147340222,3.56486497011551,0.000395552732823631,0.00829062546069731,0.00695914855834309,"2066/8767/285016/1956/7066/4851/152007/2255/1116/59341/255743/7786/650/8685/55532/9258/9290/26291/284/7162/2651/5578/80310/1139/3383/8792/389658/7124/652/408/10268/6376/7422/5031/2358/65009/2852/64170/1230/3356/8817/4803/128853/9464/2244/4838/799/2253/26281/116/55801/948/2261/8074/284340/100506013/3084/387129/2056/407019/3358/4504/1813/6278/846/3375/4889/2243/4988/4852",70
"GO:0007405","neuroblast proliferation","32/4550","76/18860",0.421052631578947,1.74528629265471,3.67097225207767,0.000408752678419682,0.00848517345636602,0.00712245208833666,"8326/7832/5080/4851/259266/6663/7101/2290/63950/6496/2737/6608/85440/284403/23305/64211/429/3400/10818/2624/1524/11023/6376/7422/5629/51176/50937/23440/338917/1638/1813/652991",32
"GO:0001657","ureteric bud development","39/4550","98/18860",0.397959183673469,1.64956268221574,3.6352957623473,0.000410205401948674,0.00848517345636602,0.00712245208833666,"30812/2296/2625/7475/5914/5979/255743/2303/596/9244/650/2737/6608/6422/5087/4072/80000/652/6092/3207/7422/130497/6662/384/4609/5727/2297/5915/5076/6492/3237/7484/4435/2302/2253/655/10736/9350/186",39
"GO:0035094","response to nicotine","23/4550","49/18860",0.469387755102041,1.94563803543395,3.73733684189201,0.000410287102066855,0.00848517345636602,0.00712245208833666,"18/3066/4986/1138/596/5465/116372/477/1139/7412/7124/3651/8973/1135/2912/2354/1143/1906/6869/1141/1813/346562/1142",23
